video_id,title,channel,published_at,duration_seconds,views,url,matched_keywords
cZU_YnFp0is,The Longevity Metric Nobody Is Tracking (It’s Hiding in Your Smartwatch),Doctor Alex,2026-02-19T11:48:48Z,1181,48326,https://www.youtube.com/watch?v=cZU_YnFp0is,"health, healthy, fitness, sleep, stress, longevity"
NMolSd_FVII,"The Benefits of Turmeric Curcumin for Arthritis, Blood Sugar, Cholesterol, and Body Weight",NutritionFacts.org,2026-02-16T12:59:47Z,272,15040,https://www.youtube.com/watch?v=NMolSd_FVII,"health, nutrition, diet, protein, weight loss"
BUZUqN1epjc,"EAT Bread, Potatoes and Rice WITHOUT Blood Sugar Spikes! See 7 Mistakes That Raise Glucose",Patricia Health and Nutrition,2025-11-24T21:30:02Z,569,29602,https://www.youtube.com/watch?v=BUZUqN1epjc,"health, healthy, nutrition, diet, sleep, habit, weight loss"
zIBEVeBDCNo,How to Take Your Health to the Next Level (Cost: 10¢),Dr. Eric Berg DC,2026-01-14T11:01:55Z,609,347545,https://www.youtube.com/watch?v=zIBEVeBDCNo,"health, healthy, nutrition, diet, protein, lifestyle, weight loss"
70VFQoka8Ok,Best Exercise For Longevity: Cardio or Resistance Training With Dr Stuart Phillips!,Talking With Docs,2026-02-13T20:00:07Z,683,33570,https://www.youtube.com/watch?v=70VFQoka8Ok,"health, healthy, diet, fitness, exercise, lifestyle, longevity"
K6CJ6Z8pyF4,Top Doctor Reveals THIS Is The Healthiest Food On The Planet! (& It's Not Beans),Plant Based Science London,2025-11-15T20:00:12Z,265,15417,https://www.youtube.com/watch?v=K6CJ6Z8pyF4,"health, nutrition, diet, weight loss"
CqPqPnPVncc,"Inflammation, Gut Health & Energy - Plant Powered Plus Launch Day - NEW BOOK by Dr. Will Bulsiewicz",CHEF AJ,2026-01-13T20:18:49Z,4111,6648,https://www.youtube.com/watch?v=CqPqPnPVncc,"health, diet, lifestyle, weight loss"
f-fylrSW_ug,Doctor Explains: The Best Fruit to Eat Before Bed for Healthy Eyes,Dr. Williams Thompson | Useful Senior Health,2026-01-24T14:50:47Z,1601,127024,https://www.youtube.com/watch?v=f-fylrSW_ug,"health, healthy, wellness, nutrition, diet, sleep, stress, recovery, lifestyle, habit"
FkQAP4djrMI,Anti-Inflammatory Diet & Supplements for Optimal Brain Performance,"Dr. Amin Hedayat, MD",2025-10-31T00:00:06Z,1784,11356,https://www.youtube.com/watch?v=FkQAP4djrMI,"health, healthy, wellness, nutrition, diet, sleep, stress, mental, lifestyle, habit"
uAaHqq4sohw,How Should You Train For Longevity? The 80/20 Rule For Cardio & Strength | Dr Vonda Wright,"Dr. Vonda Wright, MD",2026-01-25T11:01:24Z,615,18167,https://www.youtube.com/watch?v=uAaHqq4sohw,"health, healthy, nutrition, protein, fitness, longevity, weight loss"
nuEsY-owkCg,1 SPOON BEFORE BED: Burn Fat & Sleep Deep!,MMHealth,2025-11-07T08:01:31Z,463,14236,https://www.youtube.com/watch?v=nuEsY-owkCg,"health, healthy, wellness, nutrition, diet, exercise, sleep, mental, recovery, lifestyle"
PhyEf57hqzo,"No Jumping, No Floor! 20-Minute Standing HIIT Workout for Fat Loss",Improved Health,2025-10-20T10:00:44Z,1349,63402,https://www.youtube.com/watch?v=PhyEf57hqzo,"health, fitness, workout, exercise, stress, weight loss, fat loss"
apTCGA-y2us,The Mediterranean Diet Is a Myth — What They Actually Eat | Dr. Zoë Harcombe,Jesse Chappus,2026-01-08T15:29:34Z,493,37762,https://www.youtube.com/watch?v=apTCGA-y2us,"health, healthy, wellness, nutrition, diet, fitness, sleep, meditation, lifestyle, longevity"
tWcDQtfPmag,The Truth About Longevity Nobody Wants to Hear (It’s Not Death. It’s Dependence),Doctor Alex,2026-02-18T14:28:17Z,1328,39309,https://www.youtube.com/watch?v=tWcDQtfPmag,"health, healthy, fitness, mental, lifestyle, longevity"
EAvabxz55qY,Do the Health Impacts of Ultra-Processed Foods Apply to Plant-Based Meat Alternatives?,NutritionFacts.org,2026-02-04T12:59:47Z,407,18356,https://www.youtube.com/watch?v=EAvabxz55qY,"health, healthy, nutrition, diet"
uBcJcptAl1Q,LOWER Your BLOOD SUGAR by Strengthening Your LEGS - 2 Muscles to Control Your Diabetes,Patricia Health and Nutrition,2025-11-27T21:30:11Z,401,28300,https://www.youtube.com/watch?v=uBcJcptAl1Q,"health, healthy, nutrition, diet, workout, exercise, sleep, lifestyle, habit, weight loss"
9dDJY6MLWhk,AVOID This If You Have High Blood Pressure,Dr. Eric Berg DC,2026-01-29T11:00:22Z,413,241338,https://www.youtube.com/watch?v=9dDJY6MLWhk,"health, healthy, nutrition, diet, lifestyle"
SRdMJEac7RI,How to Keep Your Bones Healthy for Life,Talking With Docs,2025-10-05T21:32:09Z,1057,179511,https://www.youtube.com/watch?v=SRdMJEac7RI,"health, healthy, nutrition, diet, workout, exercise, lifestyle"
_uHUWqxP-VY,The Powder That Fixes What Your Diet Can't & Dr Greger Takes Daily!,Plant Based Science London,2025-09-13T18:45:02Z,243,21262,https://www.youtube.com/watch?v=_uHUWqxP-VY,"health, nutrition, diet, weight loss"
eFlaICoHjPE,Plant Powered Plus with Dr. Will B: Activate Your Gut to Tame Inflammation & Reclaim Your Health,CHEF AJ,2025-12-09T20:44:20Z,4271,9019,https://www.youtube.com/watch?v=eFlaICoHjPE,"health, diet, lifestyle, weight loss"
mTzWugp8BqY,Doctor Explains: The Right Way Seniors Should Drink Coffee for Blood Sugar and A1C,Dr. Williams Thompson | Useful Senior Health,2026-01-31T13:00:06Z,2053,88527,https://www.youtube.com/watch?v=mTzWugp8BqY,"health, healthy, diet, lifestyle, habit"
nsoPlTvZccs,"Why Menopause Is Aging Your Teeth, Gums & Sleep (Dentist Explains) | Dr Carlos Melendez","Dr. Vonda Wright, MD",2026-01-20T11:01:34Z,3178,17850,https://www.youtube.com/watch?v=nsoPlTvZccs,"health, healthy, nutrition, fitness, sleep, longevity"
tBjXIlZDzPw,How I fixed my HORRIBLE Sleep! CHEAP Supplements Stack!,MMHealth,2025-10-13T08:58:34Z,787,14449,https://www.youtube.com/watch?v=tBjXIlZDzPw,"health, sleep, stress, recovery"
Yzu1x9ik8dg,Beat Your Fitness Plateau! 30-Minute Low Impact Total Body Strength + Cardio Intervals,Improved Health,2025-11-03T11:01:08Z,2034,49753,https://www.youtube.com/watch?v=Yzu1x9ik8dg,"health, healthy, fitness, workout, exercise, fat loss"
PrOnWvteJmY,"Fix the Microbiome: The KEY to Gut Health ISN'T Diversity, It’s Actually THIS... | Mary Ruddick",Jesse Chappus,2025-10-28T12:17:38Z,6454,75185,https://www.youtube.com/watch?v=PrOnWvteJmY,"health, wellness, nutrition, diet, fitness, sleep, meditation, lifestyle"
Hck2yBQPW7A,"Your Food Is Too Simple: Why ""Clean"" Eating Is Making You Unhealthy & How Fermented Foods Can Help",Doctor Alex,2026-02-07T11:00:26Z,1373,57458,https://www.youtube.com/watch?v=Hck2yBQPW7A,"health, healthy, nutrition, diet, longevity"
cBbMHvdxMX8,How Much Vitamin B12 Do We Need Each Day?,NutritionFacts.org,2025-11-24T12:59:57Z,272,42421,https://www.youtube.com/watch?v=cBbMHvdxMX8,"health, nutrition"
BZvKzSShnXU,"COFFEE, BLOOD SUGAR and DIABETES - What you NEED TO KNOW!",Patricia Health and Nutrition,2025-12-17T21:30:02Z,481,14135,https://www.youtube.com/watch?v=BZvKzSShnXU,"health, healthy, nutrition, diet, sleep, habit, weight loss"
gq5wEe7hmfo,How to Fall Back Asleep FAST (Even at 2AM),Dr. Eric Berg DC,2025-09-20T11:01:19Z,1499,1031851,https://www.youtube.com/watch?v=gq5wEe7hmfo,"health, healthy, nutrition, diet, exercise, sleep, stress, lifestyle"
G-uC_DEydw0,Dry January: Are There Real Health Benefits?,Talking With Docs,2026-01-23T22:00:14Z,517,45311,https://www.youtube.com/watch?v=G-uC_DEydw0,"health, wellness, sleep, mental, weight loss"
ghhRLNIjJws,"This Diet Shocked Doctors By Beating $75,000 Medication!",Plant Based Science London,2025-10-25T19:30:06Z,218,8643,https://www.youtube.com/watch?v=ghhRLNIjJws,"health, nutrition, diet, weight loss"
hAuV9Xkf6Ns,"Senior Protein Needs, Supplementing Iodine, Lymphedema, Gallstones & More with Dr. Alan Goldhamer",CHEF AJ,2025-10-08T18:07:55Z,3552,15111,https://www.youtube.com/watch?v=hAuV9Xkf6Ns,"health, diet, protein, lifestyle, weight loss"
o36DQ9r2-lg,Doctor Explains: The Best Fruits for Managing Blood Sugar and A1C,Dr. Williams Thompson | Useful Senior Health,2026-01-28T01:42:53Z,1452,70289,https://www.youtube.com/watch?v=o36DQ9r2-lg,"health, healthy, wellness, diet, lifestyle"
oudEhEZoVYI,"Is Aging Really Decline? How Movement Shapes Health, Longevity, and Midlife Vitality","Dr. Vonda Wright, MD",2026-01-02T12:01:36Z,504,7284,https://www.youtube.com/watch?v=oudEhEZoVYI,"health, healthy, nutrition, fitness, longevity"
2qqzd2qtNUQ,GAME CHANGER: Sleep Deep & Live Longer! [Glycine & NAC],MMHealth,2025-12-17T09:08:04Z,528,7287,https://www.youtube.com/watch?v=2qqzd2qtNUQ,"health, healthy, wellness, nutrition, diet, exercise, sleep, stress, recovery, longevity"
OSf-z2pfIdw,Simple 10-Minute At-Home Cardio Workout for Beginners | Boost Energy & Health!,Improved Health,2025-10-13T10:00:44Z,677,57567,https://www.youtube.com/watch?v=OSf-z2pfIdw,"health, healthy, wellness, fitness, workout, exercise, lifestyle"
XyUwECVM6mE,The Nutrition Advice That’s Making People Sicker | Sally Fallon Morell,Jesse Chappus,2026-01-13T14:06:04Z,3577,30370,https://www.youtube.com/watch?v=XyUwECVM6mE,"health, healthy, wellness, nutrition, diet, protein, fitness, sleep, meditation, lifestyle"
jQyEPzBVCiM,One of the Most Effective Single Pieces of Advice for Weight Loss,NutritionFacts.org,2026-01-19T13:00:00Z,359,18425,https://www.youtube.com/watch?v=jQyEPzBVCiM,"health, nutrition, diet, weight loss"
8TdYs0WePwo,DO THIS AFTER EATING: The HABIT that helps CONTROL POST-MEAL BLOOD SUGAR,Patricia Health and Nutrition,2026-01-24T21:55:53Z,437,5148,https://www.youtube.com/watch?v=8TdYs0WePwo,"health, healthy, nutrition, diet, sleep, habit, weight loss"
2iOeVtGgdII,Why Depression is Worse in the Winter (NOT Vitamin D),Dr. Eric Berg DC,2026-02-03T11:00:03Z,659,195800,https://www.youtube.com/watch?v=2iOeVtGgdII,"health, healthy, nutrition, diet, sleep, mental, lifestyle"
hcBO8XpuQ8o,A Diet That Lowers Cholesterol As Much As A Statin? Portfolio Diet,Talking With Docs,2025-12-19T22:00:50Z,637,78466,https://www.youtube.com/watch?v=hcBO8XpuQ8o,"health, healthy, nutrition, diet, fitness, lifestyle, longevity"
P_mFrlUJjNk,The Secrets to Longevity with Dr. John Scharffenberg on his 102nd Birthday,CHEF AJ,2025-12-15T19:04:14Z,3143,7423,https://www.youtube.com/watch?v=P_mFrlUJjNk,"health, nutrition, mental, lifestyle, longevity, weight loss"
3MZ-G0ZGG9g,Doctor Explains: The Right Way Seniors Should Use Vinegar for Blood Sugar and A1C,Dr. Williams Thompson | Useful Senior Health,2026-03-02T14:00:06Z,1744,5482,https://www.youtube.com/watch?v=3MZ-G0ZGG9g,"health, healthy, diet, lifestyle, habit"
rfxl-3_nePM,"The Weightless Method: GLP-1s, Muscle & Metabolic Health with Dr. Rocío Salas-Whalen | HFYH #138","Dr. Vonda Wright, MD",2025-12-09T10:01:36Z,2457,6989,https://www.youtube.com/watch?v=rfxl-3_nePM,"health, healthy, diet, protein, longevity, weight loss"
d550o1KymRw,STOP Drinking These 5 Coffees: They DESTROY Your Health!,MMHealth,2025-12-11T08:21:52Z,443,7215,https://www.youtube.com/watch?v=d550o1KymRw,"health, healthy, wellness, nutrition, diet, fitness, exercise, sleep, recovery, lifestyle"
i96SEOqyAjU,30 Minute Beginner Low Impact Exercises for Weight Loss & Strength Gains,Improved Health,2025-09-22T10:01:20Z,2023,54013,https://www.youtube.com/watch?v=i96SEOqyAjU,"health, healthy, fitness, workout, exercise, weight loss, fat loss"
Q6KidLwvt0Y,"This ""Healthy"" Diet Is Fueling Inflammation",Jesse Chappus,2026-02-11T21:13:27Z,495,12113,https://www.youtube.com/watch?v=Q6KidLwvt0Y,"health, healthy, wellness, nutrition, diet, fitness, sleep, meditation, lifestyle"
o3-Do2ADXuY,The Best Diet for Optimal Thyroid Function (webinar recording),NutritionFacts.org,2026-02-09T13:04:14Z,3737,8815,https://www.youtube.com/watch?v=o3-Do2ADXuY,"health, nutrition, diet"
f5ijQcEWb14,"ATTENTION - THIS Vitamin can INCREASE the Risk of STROKE, Blood Clots and Neuropathy",Patricia Health and Nutrition,2025-11-19T21:30:17Z,500,11849,https://www.youtube.com/watch?v=f5ijQcEWb14,"health, healthy, nutrition, diet, sleep, habit, weight loss"
74Hyl9p2CqA,The 7 Healthiest Foods with ZERO Carbs & ZERO Sugar,Dr. Eric Berg DC,2026-01-20T11:00:10Z,352,278274,https://www.youtube.com/watch?v=74Hyl9p2CqA,"health, healthy, wellness, nutrition, diet, protein, lifestyle"
A6uWuhwK9CQ,The Surprising Health Benefits Of Ginger,Talking With Docs,2025-12-26T21:00:09Z,686,42687,https://www.youtube.com/watch?v=A6uWuhwK9CQ,"health, wellness, lifestyle"
BOHvBw0-vqY,How Big Pharma Broke American Health Care - and How We Can Fix It - with Dr. John Abramson,CHEF AJ,2025-11-26T07:50:34Z,5650,8718,https://www.youtube.com/watch?v=BOHvBw0-vqY,"health, lifestyle, weight loss"
R5G8kcVelXA,Doctor Explains: Why This Oil Helps Protect Seniors’ Eyes While You Sleep,Dr. Williams Thompson | Useful Senior Health,2026-01-26T04:56:53Z,1434,21406,https://www.youtube.com/watch?v=R5G8kcVelXA,"health, healthy, wellness, nutrition, diet, sleep, recovery, lifestyle, habit"
XIsFXDWNs74,I ATE THE #1 HEALTHIEST VIRAL GERMAN DÖNER! [challange],MMHealth,2025-12-29T10:08:16Z,520,5379,https://www.youtube.com/watch?v=XIsFXDWNs74,"health, healthy, wellness, nutrition, diet, protein, exercise, sleep, recovery, lifestyle"
wKsjuENJiws,Don’t Just Walk — Think! 15-Minute Walk at Home Workout for a Sharper Mind & Healthier Body,Improved Health,2025-11-10T11:01:57Z,1055,31084,https://www.youtube.com/watch?v=wKsjuENJiws,"health, healthy, fitness, workout, exercise"
RkMUYULspfo,Lack of THIS Mineral Causes a RISE in Cholesterol,Jesse Chappus,2025-11-22T23:10:18Z,770,48442,https://www.youtube.com/watch?v=RkMUYULspfo,"health, wellness, nutrition, fitness, sleep, stress, meditation, lifestyle"
QDy333jhQ-A,Friday Favorites: Is Six Hours of Sleep Enough?,NutritionFacts.org,2025-12-26T12:59:57Z,301,19602,https://www.youtube.com/watch?v=QDy333jhQ-A,"health, nutrition, diet, sleep"
rwXcE-1oZQ8,DON'T SLEEP WITHOUT DRINKING THIS! Just 1 GLASS to Eliminate Excess Blood Sugar,Patricia Health and Nutrition,2025-11-29T21:30:10Z,410,9816,https://www.youtube.com/watch?v=rwXcE-1oZQ8,"health, healthy, nutrition, diet, sleep, habit, weight loss"
MzrPg6Gd8Ew,The #1 WORST Protein in the World,Dr. Eric Berg DC,2025-12-07T12:00:54Z,586,359365,https://www.youtube.com/watch?v=MzrPg6Gd8Ew,"health, healthy, nutrition, diet, protein, lifestyle, weight loss"
CeOZmE3anqE,Is A Calorie Deficit The Most Important Factor For Weight Loss?  Docs Review The Twinkie Diet,Talking With Docs,2026-01-14T22:33:01Z,711,28049,https://www.youtube.com/watch?v=CeOZmE3anqE,"health, healthy, nutrition, diet, lifestyle, weight loss"
hI2vW9YhoeE,"What is an SOS-Free Diet, Water Fasting Help To Get Off Alcohol & More with with Dr.Alan Goldhamer",CHEF AJ,2025-11-12T19:15:37Z,3785,7405,https://www.youtube.com/watch?v=hI2vW9YhoeE,"health, diet, lifestyle, weight loss"
Pz9OXmmt8p8,Doctor Explains: These 2 Vitamins Help Improve Leg Blood Flow in Seniors,Dr. Williams Thompson | Useful Senior Health,2026-01-25T03:58:40Z,1209,16141,https://www.youtube.com/watch?v=Pz9OXmmt8p8,"health, healthy, wellness"
99nkAtTWjpk,"Rewriting Midlife: Hormones, Menopause & Sexual Health with Dr. Kelly Casperson | HFYH #131","Dr. Vonda Wright, MD",2025-09-16T09:00:11Z,2591,8879,https://www.youtube.com/watch?v=99nkAtTWjpk,"health, healthy, wellness, nutrition, fitness, longevity"
O3doRFGbrx0,I tried Cristiano Ronaldo’s BRUTAL Diet for 24hours! [six secrets],MMHealth,2025-10-28T07:20:32Z,570,8955,https://www.youtube.com/watch?v=O3doRFGbrx0,"health, healthy, nutrition, diet, protein, fitness, workout, lifestyle, longevity"
oBHb20IlfIA,"Ancestral Nutrition Expert: You’ve Been Sold a Lie About ""Healthy"" Food! | Nora Gedgaudas",Jesse Chappus,2025-11-11T13:35:56Z,7198,52665,https://www.youtube.com/watch?v=oBHb20IlfIA,"health, healthy, wellness, nutrition, diet, protein, fitness, sleep, meditation, lifestyle"
n-wPDHta1jU,Are Large Weekly Doses of Vitamin B12 Safe?,NutritionFacts.org,2025-11-26T12:59:53Z,386,27065,https://www.youtube.com/watch?v=n-wPDHta1jU,"health, nutrition, diet"
R2K_sBbaUx4,"ALERT FOR SENIORS! If You Don't Wash These Parts, it Can IMPACT YOUR HEALTH (Science Explained)",Patricia Health and Nutrition,2025-11-28T21:30:16Z,498,8420,https://www.youtube.com/watch?v=R2K_sBbaUx4,"health, healthy, nutrition, diet, sleep, habit, longevity, weight loss"
sNyvTjWzg2c,The Truth About Vitamin C (It’s Not What You Think),Dr. Eric Berg DC,2026-02-11T11:01:36Z,514,90337,https://www.youtube.com/watch?v=sNyvTjWzg2c,"health, healthy, nutrition, diet, stress, lifestyle"
2xZdzFy0joA,Debunking The Top 10 Eye Health Myths. Ophthalmologist Explains,Talking With Docs,2025-11-21T22:00:07Z,671,54175,https://www.youtube.com/watch?v=2xZdzFy0joA,"health, lifestyle, habit"
EL1vg7BmCKE,Winning at Weight Loss: Susanna Hall lost 90 lbs—and kept it off—with Chef AJ & Friends Community,CHEF AJ,2025-10-16T00:08:45Z,3747,6021,https://www.youtube.com/watch?v=EL1vg7BmCKE,"health, healthy, diet, lifestyle, habit, weight loss"
Rc0gg5ZXTQM,Doctor Explains: 10 Fruits That Help Control Blood Sugar in Diabetes — and 5 to Avoid,Dr. Williams Thompson | Useful Senior Health,2026-01-29T04:15:15Z,1632,11004,https://www.youtube.com/watch?v=Rc0gg5ZXTQM,"health, healthy, wellness, diet, lifestyle"
EXcqlgWBwTA,The Worlds #1 EASIEST DIET For Removing Belly Fat! [Visceral Fat],MMHealth,2025-11-11T08:21:50Z,270,7207,https://www.youtube.com/watch?v=EXcqlgWBwTA,"health, healthy, wellness, nutrition, diet, exercise, sleep, recovery, longevity, weight loss"
_nVoTMIco_U,The REAL Reason Fruit Isn't Healthy,Jesse Chappus,2026-01-23T21:39:45Z,813,16513,https://www.youtube.com/watch?v=_nVoTMIco_U,"health, healthy, wellness, nutrition, diet, fitness, sleep, meditation, lifestyle"
3h-_Z2Z_J84,"The Best Source of Vitamin B12: Supplements, Shots, or Fortified Foods?",NutritionFacts.org,2025-11-19T12:59:52Z,288,27482,https://www.youtube.com/watch?v=3h-_Z2Z_J84,"health, nutrition, diet"
x1Kc0sT5idI,Stop EATING EGGS with These 3 FOODS – Your health will thank you! (COMMON MISTAKES),Patricia Health and Nutrition,2025-10-26T22:30:14Z,316,10388,https://www.youtube.com/watch?v=x1Kc0sT5idI,"health, healthy, nutrition, diet, sleep, habit, weight loss"
sp0Mwjqs0zo,The Truth is Finally Coming Out… About Health Freedom,Dr. Eric Berg DC,2025-12-01T11:01:50Z,1624,232790,https://www.youtube.com/watch?v=sp0Mwjqs0zo,"health, healthy, wellness, nutrition, diet, lifestyle"
OO8Q37NuvVY,Tai Chi for Healthy Aging? Why Doctors Recommend It,Talking With Docs,2025-11-26T22:00:07Z,570,33168,https://www.youtube.com/watch?v=OO8Q37NuvVY,"health, healthy, wellness, exercise, stress, mental, lifestyle, weight loss"
37UPfE3JZl4,Over 60? 4 Vitamins That May Do Harm — and 4 That Support Healthy Aging,Dr. Williams Thompson | Useful Senior Health,2026-01-23T22:02:49Z,1691,7642,https://www.youtube.com/watch?v=37UPfE3JZl4,"health, healthy, wellness, nutrition, sleep, stress, lifestyle, habit"
ALmmUOwyUZA,Protein Powder: This Will Really PISS You Off!!!,MMHealth,2025-12-14T06:25:07Z,500,5079,https://www.youtube.com/watch?v=ALmmUOwyUZA,"health, wellness, nutrition, diet, protein, fitness, exercise, sleep, recovery"
ZX9FkzJjeAk,"If You Eat THESE ""Healthy"" Foods, You NEED to Stop!",Jesse Chappus,2026-01-14T18:30:50Z,793,19565,https://www.youtube.com/watch?v=ZX9FkzJjeAk,"health, healthy, wellness, nutrition, diet, fitness, sleep, meditation, lifestyle"
BHa3XvEJalY,Randomized Controlled Trials of Taurine Supplementation in Humans,NutritionFacts.org,2025-10-22T11:59:55Z,417,34147,https://www.youtube.com/watch?v=BHa3XvEJalY,"health, nutrition, diet, longevity"
j4y4UUmZ5dI,Doctors Are IMPRESSED: THIS Food Has 5 Times MORE Protein Than Eggs!,Patricia Health and Nutrition,2025-11-03T21:30:16Z,357,9690,https://www.youtube.com/watch?v=j4y4UUmZ5dI,"health, healthy, nutrition, diet, protein, sleep, habit, longevity, weight loss"
18tnJ9wLDbk,The Big Multivitamin Scam,Dr. Eric Berg DC,2025-11-09T12:00:07Z,741,276630,https://www.youtube.com/watch?v=18tnJ9wLDbk,"health, healthy, nutrition, diet, lifestyle"
ZYbGyFCb-rU,Cardiologist Shares How He Keep His Heart Healthy. Dr Mike Heffernan,Talking With Docs,2025-10-19T20:00:07Z,379,45284,https://www.youtube.com/watch?v=ZYbGyFCb-rU,"health, healthy, wellness, diet, exercise, sleep, stress, mental, lifestyle, habit"
4F3rQ3ucUlY,Doctor Explains: 4 Essential Minerals That Support Blood Sugar and A1C,Dr. Williams Thompson | Useful Senior Health,2026-01-26T04:21:08Z,1092,6706,https://www.youtube.com/watch?v=4F3rQ3ucUlY,"health, healthy, wellness, nutrition, diet, stress, lifestyle"
32GTxq8OFyc,The #1 Vitamin D DANGER You Need to Know! [urgent],MMHealth,2025-11-06T08:00:39Z,275,7254,https://www.youtube.com/watch?v=32GTxq8OFyc,"health, wellness, nutrition, diet, exercise, sleep, recovery"
0iZHdL98Xp0,Scientist Thinks He Knows the REAL Cause of Inflammation | Dr. Joel Brind,Jesse Chappus,2026-02-12T18:49:39Z,590,7613,https://www.youtube.com/watch?v=0iZHdL98Xp0,"health, wellness, nutrition, fitness, sleep, meditation, lifestyle"
OkWNkNyLsJo,Is Shrimp Bad for Cholesterol and Heart Disease?,NutritionFacts.org,2026-01-21T12:59:47Z,329,11136,https://www.youtube.com/watch?v=OkWNkNyLsJo,"health, healthy, nutrition, diet"
x6wcz1cSa_c,THE BEST INSULIN TRICK to Help You LOSE WEIGHT and Control BLOOD SUGAR (Proven),Patricia Health and Nutrition,2025-11-17T21:30:21Z,658,6208,https://www.youtube.com/watch?v=x6wcz1cSa_c,"health, healthy, nutrition, diet, sleep, lifestyle, habit, weight loss"
9Gzlmo0FGXU,STOP Making These Blood Sugar Mistakes (Diabetics Need to Watch This),Dr. Eric Berg DC,2025-12-04T11:00:15Z,880,203717,https://www.youtube.com/watch?v=9Gzlmo0FGXU,"health, healthy, nutrition, diet, exercise, sleep, stress"
8mBze9-sWt0,"Social Determinants Of Health. Where You Live, Your Education, Healthcare And Food.",Talking With Docs,2026-01-11T20:00:04Z,900,16841,https://www.youtube.com/watch?v=8mBze9-sWt0,"health, diet, exercise, sleep, stress, mental, habit"
sZPxZvDLR_k,Doctor Explains: Eat This Before You Sleep to Support Healthy Eyesight,Dr. Williams Thompson | Useful Senior Health,2026-02-01T03:00:41Z,1861,5625,https://www.youtube.com/watch?v=sZPxZvDLR_k,"health, healthy, wellness, nutrition, diet, sleep, stress, lifestyle, habit"
SOjW9k3RWFw,"Why ""Good"" and ""Bad"" Cholesterol Is a Myth | Dr. Zoë Harcombe",Jesse Chappus,2026-01-09T18:41:34Z,700,16355,https://www.youtube.com/watch?v=SOjW9k3RWFw,"health, wellness, nutrition, diet, protein, fitness, sleep, meditation, lifestyle"
myrxYcIZATU,Why Isn't Everyone on Cholesterol-Lowering Statin Drugs?,NutritionFacts.org,2025-12-03T12:59:59Z,398,18239,https://www.youtube.com/watch?v=myrxYcIZATU,"health, nutrition, diet"
H06NoYqtK7g,"DIED WHILE SLEEPING FOR DOING THIS - Can Cause HEART ATTACK, STROKE and more!",Patricia Health and Nutrition,2025-10-20T21:30:02Z,481,7387,https://www.youtube.com/watch?v=H06NoYqtK7g,"health, healthy, nutrition, diet, sleep, habit, weight loss"
hucr0CmpxGk,The #1 WORST Weight Loss Advice (And What Actually Works),Dr. Eric Berg DC,2025-12-20T12:01:21Z,867,146596,https://www.youtube.com/watch?v=hucr0CmpxGk,"health, healthy, nutrition, diet, protein, workout, lifestyle, weight loss, fat loss"
dz501lynLOI,Is Your Anger Killing you? Doctors Explain The Negative Health Effects Of Anger,Talking With Docs,2025-10-10T21:00:19Z,768,26816,https://www.youtube.com/watch?v=dz501lynLOI,"health, healthy, wellness, stress, mental, lifestyle"
dE3pIrnyDKE,Doctor Warns Seniors: These 4 Sleeping Positions Are Hurting Your Health (Use This Instead),Dr. Williams Thompson | Useful Senior Health,2026-01-19T01:45:30Z,1031,5066,https://www.youtube.com/watch?v=dE3pIrnyDKE,"health, healthy, wellness, sleep, stress, habit"
dQ129XpQJ9w,Is Dairy Part of a Proper Human Diet? | Dr. Ken Berry,Jesse Chappus,2025-09-12T19:13:25Z,494,49240,https://www.youtube.com/watch?v=dQ129XpQJ9w,"health, wellness, nutrition, diet, fitness, sleep, meditation, lifestyle"
kt2QCDPrcC0,Friday Favorites: The Best Time to Exercise for Weight Loss,NutritionFacts.org,2026-01-16T12:59:55Z,403,9140,https://www.youtube.com/watch?v=kt2QCDPrcC0,"health, nutrition, diet, workout, exercise, weight loss"
vjYEsOQok1w,Just 1 SPOON a Day - LOSE WEIGHT and LOWER BLOOD SUGAR - Amazing Flour (USE IT LIKE THIS!),Patricia Health and Nutrition,2025-10-27T21:30:11Z,418,6789,https://www.youtube.com/watch?v=vjYEsOQok1w,"health, healthy, nutrition, diet, sleep, habit, weight loss"
8CLUVrgKzZs,Top Supplements That Will Actually Help You | Gary Brecka,Jesse Chappus,2025-10-15T18:47:13Z,409,38011,https://www.youtube.com/watch?v=8CLUVrgKzZs,"health, wellness, nutrition, fitness, sleep, meditation, lifestyle, longevity"
Mpk4pJkWqgU,Plant-Based Diets Could Save Millions of Lives and Trillions of Dollars a Year,NutritionFacts.org,2026-01-07T12:59:57Z,395,9717,https://www.youtube.com/watch?v=Mpk4pJkWqgU,"health, healthy, nutrition, diet"
FRvXxkbYXrg,"If YOU Take THIS Supplement, You NEED to Stop",Jesse Chappus,2025-11-21T21:37:04Z,1169,27991,https://www.youtube.com/watch?v=FRvXxkbYXrg,"health, wellness, nutrition, fitness, sleep, meditation, lifestyle"
0qGbsXlKzrw,"Friday Favorites: Bone Density, Fracture Rates, and Vitamin D in Vegans",NutritionFacts.org,2025-11-07T12:59:53Z,720,19161,https://www.youtube.com/watch?v=0qGbsXlKzrw,"health, nutrition, diet"
xFPHrG8Iqug,The Ugly Truth About Vitamin D (You Won’t Like It),Jesse Chappus,2025-11-23T14:38:52Z,1425,25733,https://www.youtube.com/watch?v=xFPHrG8Iqug,"health, wellness, nutrition, fitness, sleep, meditation, lifestyle"
